kat,taban cizgisi,renk artirma,gri tonlama
0,0.03891193415637869,0.023740740740740767,-0.008976131687242614
1,0.03408724279835377,0.03845102880658432,0.019807407407407496
2,0.026515226337448444,0.03487901234567903,0.005455967078189183
3,0.020892181069958677,0.025407407407407285,-0.0006370370370369546
4,0.0015703703703704812,0.0024131687242798794,0.10432427983539098
